GR;Count;Cons;Size;Col;Dis;Time;WtCns;En;Cap;Fast;PRG;NOI;Thrd;SLI;AUD;Con;SAL22;SAL23
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;4;47;NO;YES;NO;NO;0,00;0.000151738
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;9;E;14;NO;6;44;NO;n.a.;NO;NO;0.000133552;0.00015108
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;12;YES;6;46;NO;n.a.;NO;VOICE CONTROL;0.000114331;0.000150649
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;9;YES;5;46;NO;NO;NO;VOICE CONTROL;0.000156955;0.000150404
AR;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;7;41;YES;YES;NO;NO;2,23E+00;0.000150345
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;A;14;YES;5;44;YES;NO;NO;VOICE CONTROL;0.000271941;0.000150301
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.00014972
TR;Germany;BUILT IN/UNDER;SLIMLINE;SILVER;YES;YES;9;D;10;NO;6;47;NO;NO;NO;NO;0.000112704;0.000149008
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;9;F;9;NO;5;49;NO;YES;NO;NO;8,66E+00;0.000148383
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;8;42;NO;NO;NO;VOICE CONTROL;0.000742588;0.000148361
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;15;NO;6;41;YES;n.a.;NO;NO;0,00;0.000148233
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;8;42;NO;NO;NO;VOICE CONTROL;0.000162539;0.000148194
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;12;NO;4;49;NO;NO;NO;NO;0,00;0.000147981
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;NO;9;39;YES;NO;NO;NO;5,33E+00;0.000147865
AR;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;YES;5;44;NO;n.a.;NO;NO;0.00056678;0.000147632
BH;Germany;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0.000107139;0.000147286
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;8;44;YES;NO;NO;VOICE CONTROL;0.00022288;0.000146788
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;C;15;NO;6;42;YES;YES;NO;NO;0.000111613;0.000146765
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;7;43;YES;NO;NO;VOICE CONTROL;0.000121309;0.000146558
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;NO;5;44;YES;NO;NO;NO;0.002475375;0.000146178
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;13;YES;5;47;NO;NO;NO;NO;0.000133671;0.000146177
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;13;YES;8;44;YES;n.a.;NO;VOICE CONTROL;0.00013041;0.000145908
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;10;NO;6;44;YES;NO;NO;NO;9,24E+00;0.000145846
WH;Poland;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;E;10;NO;7;43;YES;n.a.;NO;NO;0.0003995;0.000145589
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;10;NO;8;47;YES;YES;NO;NO;0.000241658;0.000145254
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;5;46;YES;NO;NO;NO;0.001198567;0.000145237
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;E;14;YES;6;46;NO;NO;NO;NO;0.00018929;0.000145129
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;7;42;NO;n.a.;NO;VOICE CONTROL;0.000128495;0.000144989
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;7;41;NO;NO;NO;VOICE CONTROL;0.000122301;0.000144833
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;D;14;NO;6;44;YES;NO;NO;NO;0.000277364;0.000144589
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;6;48;NO;NO;NO;VOICE CONTROL;3,82E+00;0.000144433
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;48;NO;NO;NO;NO;0.000305825;0.000144402
WH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;NO;8;43;YES;n.a.;NO;NO;0.000135968;0.000144363
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;7;43;YES;YES;NO;VOICE CONTROL;0,00;0.000144264
AR;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;D;11;YES;8;45;YES;YES;NO;NO;0.000230375;0.000144178
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;9;E;14;NO;6;44;NO;NO;NO;NO;7,90E+00;0.000143528
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;9;F;13;NO;5;49;NO;NO;NO;NO;0.000151513;0.000143286
BH;Germany;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;B;10;YES;8;45;YES;n.a.;NO;VOICE CONTROL;6,68E+00;0.000143017
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;7;45;YES;YES;NO;NO;2,97E-01;0.000142874
BH;Poland;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;E;13;YES;6;44;YES;n.a.;NO;VOICE CONTROL;7,73E+00;0.000142677
WH;Great Britain;FREESTANDING;SLIMLINE;WHITE;YES;YES;11;F;10;NO;7;49;NO;n.a.;NO;NO;0.000139082;0.000142631
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;12;E;13;NO;4;49;NO;NO;NO;NO;0.002370274;0.000142363
EL;Great Britain;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;YES;7;46;YES;NO;NO;NO;7,86E-01;0.000142319
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;11;F;12;NO;4;50;NO;n.a.;NO;NO;0.000116327;0.000142133
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;F;12;n.a.;4;50;NO;n.a.;NO;NO;0.000255026;0.000141816
AR;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;13;NO;4;49;NO;NO;NO;NO;0.000110254;0.000141775
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;F;13;NO;6;46;NO;n.a.;NO;NO;0.000148269;0.000141606
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;0.001498439;0.000141599
AR;Poland;FREESTANDING;SLIMLINE;WHITE;YES;YES;8;E;11;YES;6;46;YES;n.a.;NO;NO;3,93E+00;0.000141344
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.000140885
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;C;15;NO;6;42;YES;YES;NO;NO;0.000222684;0.000140428
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;6,77E+00;0.000140381
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;10;YES;5;46;YES;NO;NO;VOICE CONTROL;0.000184282;0.000139862
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;10;NO;8;47;YES;YES;NO;NO;0.000200345;0.000139796
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;5;42;YES;NO;NO;VOICE CONTROL;0,00;0.000139642
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;VOICE CONTROL;0.000302489;0.000139415
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;44;YES;NO;NO;NO;5,56E+00;0.000138611
BH;Poland;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;D;14;YES;5;46;YES;n.a.;NO;VOICE CONTROL;0,00;0.000138389
AR;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;15;YES;6;43;YES;n.a.;NO;NO;4,30E-01;0.000138047
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;44;YES;NO;NO;NO;0,00;0.000137978
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;5;42;NO;NO;NO;VOICE CONTROL;0,00;0.000137935
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;NO;6;42;NO;YES;NO;NO;0,00;0.000137907
WH;Germany;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;B;15;NO;6;41;YES;n.a.;NO;NO;0,00;0.000137837
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;15;NO;6;38;YES;NO;NO;NO;0,00;0.000137704
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;6;48;NO;NO;NO;VOICE CONTROL;3,26E+00;0.000137519
TR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;YES;YES;9;C;14;YES;6;44;YES;NO;NO;NO;0.000185416;0.000137362
AR;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;16;YES;7;42;YES;NO;NO;NO;0,00;0.0001371
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;46;NO;NO;NO;NO;0.000123819;0.000136416
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;7;40;NO;NO;NO;VOICE CONTROL;0,00;0.000136005
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;14;YES;6;44;YES;NO;NO;VOICE CONTROL;0.000421113;0.000135872
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;5;42;NO;NO;NO;VOICE CONTROL;0,00;0.00013583
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;46;YES;NO;NO;VOICE CONTROL;0.000111368;0.000135702
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;44;NO;NO;NO;NO;0.000201347;0.000135649
TR;Germany;BUILT IN/UNDER;FULLSIZE;GLASS/MIRROR;YES;YES;8;B;14;YES;7;41;YES;NO;NO;NO;8,26E-01;0.000135306
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;7,45E+00;0.000135189
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;5;46;YES;NO;NO;VOICE CONTROL;0,00;0.000135173
WH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;11;F;10;NO;7;49;NO;NO;NO;NO;0.000175974;0.000135093
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.000135014
BH;Poland;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;6;D;13;YES;8;42;YES;NO;NO;VOICE CONTROL;6,00E+00;0.000134945
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;14;NO;7;44;YES;YES;NO;NO;5,01E+00;0.000134539
BH;Germany;FREESTANDING;SLIMLINE;WHITE;YES;YES;8;C;10;YES;5;44;NO;n.a.;NO;VOICE CONTROL;0,00;0.000134
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;E;15;NO;6;46;YES;NO;NO;NO;0.00012788;0.000133804
AR;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;NO;NO;10;F;10;NO;5;48;NO;n.a.;NO;NO;0.000169219;0.000133581
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;7;43;NO;NO;NO;VOICE CONTROL;0.000258066;0.000133567
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;C;10;YES;5;44;NO;NO;NO;VOICE CONTROL;0,00;0.000133238
AR;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;11;E;10;NO;5;49;YES;n.a.;NO;NO;2,92E+00;0.000133218
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;D;14;YES;10;43;YES;NO;NO;NO;7,16E+00;0.000133137
EL;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;14;NO;6;44;YES;YES;NO;SMART APP CTRL.;6,84E+00;0.000132909
EL;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;46;NO;n.a.;NO;NO;9,75E+00;0.000132909
BH;Great Britain;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;8;42;YES;n.a.;NO;VOICE CONTROL;0.000184255;0.000132817
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;9;YES;6;45;NO;n.a.;NO;VOICE CONTROL;8,51E+00;0.000132738
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;16;YES;7;42;YES;YES;NO;NO;6,65E+00;0.000132603
AR;Poland;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;C;16;NO;6;44;YES;n.a.;NO;NO;0,00;0.00013253
BH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;C;10;YES;6;43;YES;NO;NO;VOICE CONTROL;0.000113337;0.00013251
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;15;NO;8;44;YES;NO;NO;NO;0.000218694;0.000132427
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;C;10;YES;6;43;YES;NO;NO;VOICE CONTROL;0.000207422;0.000132364
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;48;NO;NO;NO;VOICE CONTROL;7,69E+00;0.000132087
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;5,10E+00;0.000132032
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;6;44;YES;NO;NO;VOICE CONTROL;0.000338442;0.000131957
AR;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;NO;11;D;14;NO;5;48;NO;NO;NO;NO;0,00;0.000131881
BH;Poland;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;9;YES;6;46;NO;NO;NO;VOICE CONTROL;0.000109068;0.000131881
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;12;YES;6;48;NO;n.a.;NO;VOICE CONTROL;5,03E+00;0.00013172
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;46;YES;NO;NO;VOICE CONTROL;0,00;0.000131538
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.000131361
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;4;46;YES;NO;NO;VOICE CONTROL;0,00;0.000131196
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;SMART APP CTRL.;0.000106199;0.000131154
WH;Great Britain;FREESTANDING;SLIMLINE;SILVER;NO;NO;11;F;10;NO;6;51;NO;n.a.;NO;NO;6,49E+00;0.000130862
BH;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;8;E;10;YES;5;46;NO;n.a.;NO;VOICE CONTROL;0,00;0.000130853
EL;Poland;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;D;10;NO;8;44;YES;NO;NO;NO;3,28E+00;0.000130614
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;NO;4;50;NO;NO;NO;VOICE CONTROL;0.000100077;0.000129672
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;8;39;YES;NO;NO;VOICE CONTROL;0.000125521;0.000129646
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;7;41;NO;NO;NO;VOICE CONTROL;7,41E+00;0.000129518
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;7;42;NO;NO;NO;VOICE CONTROL;0,00;0.000129507
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;6;44;NO;NO;NO;VOICE CONTROL;6,18E+00;0.000129342
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0.000181573;0.000129297
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;5;44;YES;NO;NO;NO;0.004622454;0.000129141
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;5;43;NO;NO;NO;VOICE CONTROL;8,55E+00;0.000129106
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;C;13;NO;6;42;NO;YES;NO;NO;0.000191307;0.000128906
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;C;10;YES;6;43;YES;NO;NO;VOICE CONTROL;0.000157214;0.000128894
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;YES;9;E;12;NO;5;46;NO;NO;NO;VOICE CONTROL;9,03E+00;0.000128758
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;6,37E+00;0.000128462
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;5,71E+00;0.000128421
BH;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;8;C;10;YES;5;44;YES;n.a.;NO;VOICE CONTROL;0,00;0.000128164
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;7;42;NO;YES;NO;VOICE CONTROL;6,00E+00;0.00012802
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;5;44;NO;NO;NO;VOICE CONTROL;0,00;0.000127909
EL;Poland;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;46;NO;NO;NO;NO;2,82E+00;0.000127512
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;YES;5;44;NO;n.a.;NO;VOICE CONTROL;4,03E+00;0.000127095
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;12;YES;5;43;NO;NO;NO;VOICE CONTROL;1,12E+00;0.000127087
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;13;YES;5;42;NO;NO;NO;VOICE CONTROL;0,00;0.000126938
AR;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;YES;6;46;NO;n.a.;NO;NO;6,54E-01;0.000126303
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;5;44;NO;NO;NO;VOICE CONTROL;0,00;0.000125924
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.00012583
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;C;15;NO;8;42;YES;NO;NO;NO;0.000324708;0.00012503
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;8;39;YES;NO;NO;VOICE CONTROL;0.000168438;0.000124942
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;8;44;NO;YES;NO;VOICE CONTROL;0.000125998;0.000124417
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;13;YES;8;44;NO;NO;NO;NO;0.000216418;0.00012441
EL;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;NO;6;44;NO;YES;NO;NO;7,06E+00;0.00012417
BH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;9;YES;5;48;NO;NO;NO;VOICE CONTROL;0.000149435;0.000124126
BH;Poland;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;B;14;YES;5;42;YES;n.a.;NO;VOICE CONTROL;0,00;0.000124002
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;NO;6;44;NO;NO;NO;NO;0.000147554;0.000123859
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;48;NO;NO;NO;VOICE CONTROL;2,38E+00;0.000123798
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;44;YES;NO;NO;NO;0.001316322;0.000123448
EL;Germany;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;10;C;14;NO;6;44;YES;NO;NO;NO;0,00;0.000123317
BH;Germany;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;C;13;YES;6;44;YES;n.a.;NO;VOICE CONTROL;0.000263747;0.000123274
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;5;43;YES;NO;NO;VOICE CONTROL;0,00;0.000123092
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;11;D;12;NO;6;47;NO;NO;NO;NO;0.000266721;0.000122975
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;NO;6;44;NO;YES;NO;NO;4,16E+00;0.000122632
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;40;YES;NO;NO;VOICE CONTROL;0,00;0.000122532
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;E;14;YES;9;44;NO;n.a.;YES;VOICE CONTROL;0.000143261;0.00012243
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;7;42;NO;NO;NO;VOICE CONTROL;0.00017631;0.000121958
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;15;YES;6;42;YES;NO;NO;NO;0,00;0.000121947
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;46;YES;NO;NO;VOICE CONTROL;0,00;0.00012188
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;14;NO;4;51;NO;NO;NO;NO;0.000207984;0.000121593
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;10;NO;6;47;YES;YES;NO;NO;9,44E+00;0.000121554
BH;Germany;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;C;10;YES;5;44;NO;n.a.;NO;VOICE CONTROL;0,00;0.00012071
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;2,64E+00;0.000120078
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;52;NO;NO;NO;NO;0.001062578;0.000119988
WH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;NO;8;42;NO;n.a.;NO;NO;6,54E+00;0.000119892
BH;Germany;BUILT IN/UNDER;FULLSIZE;WHITE;NO;NO;9;C;13;YES;5;44;YES;NO;NO;VOICE CONTROL;0,00;0.000119636
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;5,59E+00;0.000119405
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;11;NO;8;45;YES;NO;NO;NO;0.002073288;0.000119394
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;13;YES;5;42;NO;n.a.;NO;SMART APP CTRL.;0,00;0.000119091
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;13;YES;7;43;NO;YES;NO;VOICE CONTROL;1,68E+00;0.000118668
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;7;43;YES;YES;NO;VOICE CONTROL;0,00;0.000118622
AR;Poland;FREESTANDING;SLIMLINE;METAL LOOK;YES;YES;8;E;11;YES;6;46;YES;n.a.;NO;NO;0,00;0.000118578
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;14;YES;5;42;YES;NO;NO;VOICE CONTROL;2,69E+00;0.0001183
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;NO;6;42;YES;NO;NO;SMART APP CTRL.;0,00;0.000118179
