Groups,Country,Construction,Size,Width,Height,Integration,Front Decoration,Display,Remaining Time,Water Cons.,Energy Efficiency Class,Capacity,Inverter Motor,Speed Function,Nr.of prog,Noise,Cutlery Drawer,Steam,Sliding Hinges,Auto Dosage,Smart Connect,Sales
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,45-50,YES,NO,NO,NO,VOICE CONTROL,0,0026
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,YES,5-10,45-50,YES,NO,NO,NO,VOICE CONTROL,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0004
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0005
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0038
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0018
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,F,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0012
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,YES,NO,NOT APPLICABLE,NO,SMART APP CTRL.,0,0034
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0024
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,METAL LOOK,YES,YES,8-10,F,9-11,YES,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0016
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,NO,8-10,F,9-11,YES,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0012
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,NO,NO,8-10,F,9-11,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0007
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,METAL LOOK,YES,YES,<8,E,9-11,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,001
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0011
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,METAL LOOK,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0002
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,F,9-11,NO,NO,<5,45-50,n.a.,NO,n.a.,NO,NO,0,0001
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0042
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0001
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,F,9-11,YES,NO,<5,45-50,YES,NO,NO,NO,VOICE CONTROL,0,0008
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0011
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,F,9-11,YES,YES,5-10,45-50,YES,NO,NO,NO,VOICE CONTROL,0,0016
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,NO,NO,NO,NO,NO,0,0001
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,YES,NO,NOT APPLICABLE,NO,NO,0,0002
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,NO,8-10,F,9-11,YES,YES,<5,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0012
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,SILVER,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,NO,0,0001
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,9-11,YES,YES,<5,45-50,NO,NO,NO,NO,NO,0,002
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,F,9-11,YES,YES,<5,45-50,NO,NO,NO,NO,NO,0,0012
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,YES,NO,NO,NO,NO,0,0001
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,YES,YES,8-10,D,12-14,YES,YES,5-10,45-50,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0002
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,NO,NO,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0002
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,n.a.,12-14,NO,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,003
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,NO,NO,11-15,n.a.,12-14,NO,NO,<5,>50,NO,NO,NOT APPLICABLE,n.a.,NO,0,0002
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,YES,YES,8-10,n.a.,12-14,YES,YES,<5,40-45,NO,NO,NOT APPLICABLE,NO,NO,0,0001
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,NO,NO,11-15,n.a.,12-14,YES,n.a.,5-10,>50,n.a.,NO,NOT APPLICABLE,n.a.,n.a.,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0028
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,n.a.,12-14,YES,NO,<5,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0019
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,SMART APP CTRL.,0,0028
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0039
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0016
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,12-14,YES,NO,<5,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0015
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,SILVER,YES,YES,8-10,n.a.,12-14,YES,YES,5-10,n.a.,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0076
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,n.a.,12-14,YES,YES,5-10,n.a.,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,002
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0005
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0016
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0007
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,NO,0,0014
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,12-14,YES,YES,<5,45-50,NO,NO,NO,NO,NO,0,0008
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,NO,8-10,E,12-14,YES,YES,<5,45-50,NO,NO,NO,NO,NO,0,0002
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,NO,0,0009
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0017
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,NO,0,0009
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,BLACK,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0021
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,YES,YES,<8,D,12-14,YES,NO,5-10,40-45,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0029
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0034
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0002
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0133
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,n.a.,12-14,YES,YES,5-10,n.a.,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0024
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0012
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0033
BH,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0023
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,006
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0048
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,12-14,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0168
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,12-14,NO,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0002
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,n.a.,NO,NO,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0005
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,004
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0058
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,NO,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,n.a.,12-14,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0111
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0058
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0028
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,n.a.,12-14,YES,YES,5-10,45-50,YES,NO,NO,NO,VOICE CONTROL,0,0049
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,SMART APP CTRL.,0,0001
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,NO,NO,NO,NO,VOICE CONTROL,0,0017
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,C,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,VOICE CONTROL,0,0003
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,YES,5-10,40-45,YES,NO,YES,NO,VOICE CONTROL,0,0009
BH,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,B,12-14,YES,YES,5-10,40-45,YES,NO,YES,NO,VOICE CONTROL,0,0002
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,NO,NO,NO,NO,NO,0,0001
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,NO,NO,NO,NO,NO,0,0001
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0017
BH,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,9-11,NO,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,VOICE CONTROL,0,0008
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,METAL LOOK,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,001
BH,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,45-50,NO,NO,NO,NO,VOICE CONTROL,0,0032
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,11-15,n.a.,12-14,NO,NO,5-10,45-50,NO,NO,NOT APPLICABLE,n.a.,NO,0,0001
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,12-14,YES,YES,5-10,45-50,NO,NO,NO,NO,NO,0,001
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,11-15,A,12-14,YES,NO,5-10,45-50,NO,NO,NO,NO,NO,0,0003
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,11-15,n.a.,12-14,YES,YES,5-10,40-45,YES,NO,NO,NO,NO,0,0013
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0042
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0049
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,METAL LOOK,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,YES,NO,NOT APPLICABLE,NO,NO,0,0044
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,11-15,D,>15,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,NO,0,0013
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,NO,5-10,40-45,NO,NO,YES,NO,NO,0,0078
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,NO,5-10,40-45,YES,NO,YES,NO,NO,0,0095
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,D,12-14,YES,NO,5-10,40-45,YES,NO,YES,NO,NO,0,0115
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,n.a.,12-14,YES,NO,5-10,40-45,YES,NO,YES,NO,NO,0,0029
EL,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,9-11,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0035
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,D,12-14,YES,NO,5-10,40-45,NO,NO,YES,NO,NO,0,0013
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,D,>15,YES,NO,5-10,<40,YES,NO,NO,NO,NO,0,0014
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,D,12-14,YES,NO,5-10,<40,YES,NO,YES,NO,NO,0,0113
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,n.a.,12-14,NO,NO,5-10,<40,YES,NO,NO,NO,NO,0,0029
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,n.a.,12-14,YES,NO,5-10,n.a.,YES,NO,NO,NO,NO,0,0007
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,D,12-14,YES,NO,5-10,<40,YES,NO,YES,NO,NO,0,0001
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,F,12-14,YES,NO,5-10,45-50,NO,NO,YES,NO,NO,0,0181
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0063
EL,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0056
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0003
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,YES,NO,NO,0,0052
EL,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,E,9-11,YES,YES,5-10,40-45,NO,NO,YES,NO,NO,0,002
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,D,12-14,YES,NO,5-10,40-45,NO,NO,NO,NO,NO,0,0006
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,WHITE,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NO,NO,NO,0,0004
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,12-14,YES,NO,5-10,45-50,NO,NO,NO,NO,NO,0,0001
EL,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,YES,8-10,n.a.,9-11,NO,NO,5-10,45-50,NO,NO,NOT APPLICABLE,n.a.,NO,0,0001
EL,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,n.a.,9-11,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,n.a.,NO,0,0002
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,8-10,F,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0018
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,11-15,F,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0063
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,11-15,F,12-14,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0008
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,12-14,YES,YES,5-10,40-45,YES,NO,NOT APPLICABLE,NO,NO,0,0042
EL,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,n.a.,9-11,NO,NO,5-10,45-50,NO,NO,NO,NO,NO,0,0001
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,WHITE,YES,YES,8-10,n.a.,12-14,NO,NO,5-10,45-50,NO,NO,n.a.,n.a.,NO,0,0011
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,PARTLY,STAINLESS STEEL,YES,YES,8-10,E,12-14,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0025
EL,Israel,BUILT IN/UNDER,SLIMLINE,45-50,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,n.a.,9-11,NO,NO,5-10,45-50,NO,NO,NO,n.a.,NO,0,0003
EL,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,STAINLESS STEEL,YES,YES,8-10,E,9-11,YES,NO,5-10,45-50,YES,NO,NOT APPLICABLE,NO,NO,0,0041
EL,Israel,FREESTANDING,SLIMLINE,45-50,80-85,NO,WHITE,YES,YES,8-10,n.a.,9-11,YES,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0035
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,D,>15,NO,NO,5-10,40-45,YES,NO,YES,NO,NO,0,0027
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,11-15,n.a.,>15,YES,NO,5-10,40-45,YES,NO,NO,NO,NO,0,0007
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,WHITE,YES,YES,11-15,n.a.,12-14,NO,NO,5-10,45-50,NO,NO,NOT APPLICABLE,n.a.,NO,0,0001
EL,Israel,FREESTANDING,FULLSIZE,55-60,80-85,NO,STAINLESS STEEL,YES,YES,11-15,n.a.,12-14,NO,NO,5-10,45-50,NO,NO,NOT APPLICABLE,NO,NO,0,0005
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,NO,NO,8-10,E,12-14,NO,NO,5-10,45-50,NO,NO,YES,NO,NO,0,0008
EL,Israel,BUILT IN/UNDER,FULLSIZE,55-60,80-85,FULLY,NO F.DECORATION,YES,YES,8-10,n.a.,12-14,NO,NO,n.a.,40-45,YES,NO,NO,NO,NO,0,0037
